Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
2011-10-07,375.78,377.74,368.49,369.8,"19,123,500",0,1,50.834478013595,51.099621387129,49.848306996726,50.025520169853,"133,864,500"
2011-10-06,373.33,384.78,371.8,377.37,"29,020,800",0,1,50.503048796677,52.051973096149,50.296074632643,51.049568811513,"203,145,600"
2011-10-05,367.86,379.82,360.3,378.25,"28,088,200",0,1,49.763082340947,51.380998028431,48.740386471601,51.16861277514,"196,617,400"
2011-10-04,374.57,381.8,354.24,372.5,"44,059,900",0,1,50.670792563607,51.648846946593,47.920606449348,50.390768694619,"308,419,300"
2011-10-03,380.37,382.64,373.17,374.6,"23,896,400",0,1,51.455400505698,51.762479820964,50.481404439654,50.674850880549,"167,274,800"
2011-09-30,387.12,388.89,381.18,381.32,"19,558,600",0,1,52.368521817614,52.607962517183,51.564975063128,51.583913875523,"136,910,200"
2011-09-29,401.92,402.21,386.21,390.57,"23,253,100",0,1,54.370624842259,54.409855239364,52.245419537044,52.835228265926,"162,771,700"
2011-09-28,400.19,403.74,396.51,397.01,"15,344,200",0,1,54.136595231946,54.616829403398,53.638775020412,53.70641363611,"107,409,400"
2011-09-27,408.73,409.25,398.06,399.26,"22,589,200",0,1,55.291862788059,55.362206948384,53.848454729074,54.010787406748,"158,124,400"
2011-09-26,399.86,403.98,391.3,403.17,"29,031,300",0,1,54.091953745585,54.649295938933,52.933980644845,54.539721381503,"203,219,100"
2011-09-23,400.28,406.74,399.85,404.3,"19,509,900",0,1,54.148770182771,55.022661097583,54.090600973271,54.692584652979,"136,569,300"
2011-09-22,401.03,409.82,396.7,401.82,"34,588,600",0,1,54.250228106317,55.439314970279,53.664477694377,54.357097119119,"242,120,200"
2011-09-21,419.64,421.59,412,412.14,"21,642,000",0,1,56.767737382578,57.031527983798,55.73421933472,55.753158147115,"151,494,000"
2011-09-20,415.25,422.86,411.19,413.45,"27,705,500",0,1,56.173870336754,57.203330067669,55.62464477729,55.930371320243,"193,938,500"
2011-09-19,397,413.23,395.2,411.63,"29,423,600",0,1,53.705060863796,55.900610329336,53.461561847285,55.684166759104,"205,965,200"
2011-09-16,395.54,400.5,395.03,400.5,"24,946,900",0,1,53.507556105959,54.178531173678,53.438564717948,54.178531173678,"174,628,300"
2011-09-15,391.43,393.66,389.9,392.96,"14,922,100",0,1,52.951566684926,53.253234910937,52.744592520892,53.15854084896,"104,454,700"
2011-09-14,387.02,392.21,385.76,389.3,"19,097,300",0,1,52.354994094474,53.057082925414,52.184544782917,52.663426182055,"133,681,100"
2011-09-13,382.14,386.21,380.25,384.62,"15,734,300",0,1,51.694841205267,52.245419537044,51.43916723793,52.030328739126,"110,140,100"
2011-09-12,373,380.88,371.9,379.94,"16,708,300",0,1,50.458407310317,51.524391893709,50.309602355783,51.397231296198,"116,958,100"
2011-09-09,383.93,386,375.02,377.48,"20,171,900",0,1,51.936987449464,52.217011318451,50.731667317735,51.064449306966,"141,203,300"
2011-09-08,382.4,388.61,382.31,384.14,"14,862,800",0,1,51.73001328543,52.570084892392,51.717838334604,51.965395668057,"104,039,600"
2011-09-07,385.56,385.6,382,383.93,"12,520,600",0,1,52.157489336638,52.162900425893,51.675902392872,51.936987449464,"87,644,200"
2011-09-06,367.37,380.33,366.48,379.74,"18,203,500",0,1,49.696796497563,51.449989416442,49.576399761622,51.370175849919,"127,424,500"
2011-09-02,374.74,378,371.83,374.05,"15,676,400",0,1,50.693789692944,51.134793467292,50.300132949585,50.600448403282,"109,734,800"
2011-09-01,385.82,387.34,380.72,381.03,"12,275,900",0,1,52.1926614168,52.398282808521,51.502747536686,51.544683478418,"85,931,300"
2011-08-31,390.57,392.08,381.86,384.83,"18,663,800",0,1,52.835228265926,53.039496885333,51.656963580476,52.058736957719,"130,646,600"
2011-08-30,388.25,391.84,386.21,389.99,"14,925,800",0,1,52.52138508909,53.007030349798,52.245419537044,52.756767471717,"104,480,600"
2011-08-29,388.18,391.5,388,389.97,"14,473,900",0,1,52.511915682892,52.961036091124,52.487565781241,52.754061927089,"101,317,300"
2011-08-26,371.17,383.8,370.8,383.58,"22,909,900",0,1,50.210849976864,51.919401409382,50.160797401248,51.889640418476,"160,369,300"
2011-08-25,365.08,375.45,365,373.72,"31,119,500",0,1,49.387011637669,50.789836527235,49.376189459157,50.555806916921,"217,836,500"
2011-08-24,373.47,378.96,370.6,376.18,"22,366,700",0,1,50.521987609073,51.264659609431,50.133741954969,50.888588906153,"156,566,900"
2011-08-23,360.3,373.64,357,373.6,"23,458,400",0,1,48.740386471601,50.54498473841,48.293971607998,50.539573649154,"164,208,800"
2011-08-22,364.51,364.88,355.09,356.44,"19,118,400",0,1,49.309903615774,49.35995619139,48.035592096033,48.218216358417,"133,828,800"
2011-08-19,362.17,367,356,356.03,"27,710,300",0,1,48.99335489431,49.646743921947,48.158694376603,48.162752693545,"193,972,100"
2011-08-18,370.84,372.65,361.37,366.05,"30,408,400",0,1,50.166208490504,50.411060279329,48.885133109194,49.518230552122,"212,858,800"
2011-08-17,382.31,384.52,378,380.44,"15,787,900",0,1,51.717838334604,52.016801015987,51.134793467292,51.464869911895,"110,515,300"
2011-08-16,381.52,383.37,376.06,380.48,"17,812,500",0,1,51.610969321802,51.861232199883,50.872355638386,51.470281001151,"124,687,500"
2011-08-15,379.63,384.97,378.09,383.41,"16,448,000",0,1,51.355295354465,52.077675770115,51.146968418117,51.866643289138,"115,136,000"
2011-08-12,378.07,379.64,374.23,376.99,"18,892,000",0,1,51.144262873489,51.356648126779,50.624798304933,50.998163463583,"132,244,000"
2011-08-11,370.52,375.45,364.72,373.7,"26,498,900",0,1,50.122919776457,50.789836527235,49.338311834367,50.553101372293,"185,492,300"
2011-08-10,371.15,374.65,362.5,363.69,"31,380,600",0,1,50.208144432236,50.681614742119,49.03799638067,49.19897628603,"219,664,200"
2011-08-09,361.3,374.61,355,374.01,"38,663,700",0,1,48.875663702996,50.676203652863,48.023417145208,50.595037314026,"270,645,900"
2011-08-08,361.69,367.77,353.02,353.21,"40,851,200",0,1,48.92842182324,49.750907390121,47.755568227046,47.781270901011,"285,958,400"
2011-08-05,380.44,383.5,362.57,373.62,"43,021,100",0,1,51.464869911895,51.878818239964,49.047465786868,50.542279193782,"301,147,700"
2011-08-04,389.41,391.32,377.35,377.37,"31,121,700",0,1,52.678306677508,52.936686189472,51.046863266885,51.049568811513,"217,851,900"
2011-08-03,390.98,393.55,382.24,392.57,"26,161,000",0,1,52.890691930798,53.238354415483,51.708368928406,53.105782728716,"183,127,000"
2011-08-02,397.65,397.9,388.35,388.91,"22,840,700",0,1,53.792991064203,53.826810372051,52.534912812229,52.610668061811,"159,884,900"
2011-08-01,397.78,399.5,392.37,396.75,"21,887,000",0,1,53.810577104284,54.043253942283,53.078727282437,53.671241555947,"153,209,000"
2011-07-29,387.64,395.15,384,390.48,"22,592,300",0,1,52.438865977939,53.454797985715,51.946456855661,52.823053315101,"158,146,100"
2011-07-28,391.62,396.99,388.13,391.82,"21,215,500",0,1,52.977269358891,53.703708091482,52.505151821323,53.00432480517,"148,508,500"
2011-07-27,400.59,402.64,392.15,392.59,"23,547,300",0,1,54.190706124504,54.468024448863,53.04896629153,53.108488273344,"164,831,100"
2011-07-26,400,404.5,399.68,403.41,"17,020,800",0,1,54.110892557981,54.719640099258,54.067603843934,54.572187917037,"119,145,600"
2011-07-25,390.35,400,389.62,398.5,"21,064,500",0,1,52.805467275019,54.110892557981,52.706714896101,53.907976710888,"147,451,500"
2011-07-22,388.32,395.05,387.75,393.3,"18,454,600",0,1,52.530854495288,53.441270262576,52.453746473393,53.204535107634,"129,182,200"
2011-07-21,386.95,390.06,383.9,387.29,"18,804,800",0,1,52.345524688277,52.766236877915,51.932929132522,52.391518946951,"131,633,600"
2011-07-20,396.12,396.27,386,386.9,"33,619,300",0,1,53.586016900168,53.606308484877,52.217011318451,52.338760826707,"235,335,100"
2011-07-19,378,378.65,373.32,376.85,"29,255,200",0,1,51.134793467292,51.222723667698,50.501696024363,50.979224651188,"204,786,400"
2011-07-18,365.43,374.65,365.28,373.8,"20,451,900",0,1,49.434358668657,50.681614742119,49.414067083948,50.566629095433,"143,163,300"
2011-07-15,361.17,365,359.17,364.92,"17,302,400",0,1,48.858077662915,49.376189459157,48.587523200125,49.365367280646,"121,116,800"
2011-07-14,361.01,361.61,356.34,357.77,"15,376,200",0,1,48.836433305891,48.917599644728,48.204688635277,48.398135076172,"107,633,400"
2011-07-13,358.33,360,356.38,358.02,"13,987,100",0,1,48.473890325753,48.699803302183,48.210099724533,48.431954384021,"97,909,700"
2011-07-12,353.53,357.68,348.62,353.75,"16,128,900",0,1,47.824559615057,48.385960125346,47.160348408908,47.854320605964,"112,902,300"
2011-07-11,356.34,359.77,352.82,354,"15,809,800",0,1,48.204688635277,48.668689538962,47.728512780767,47.888139913813,"110,668,600"
2011-07-08,353.34,360,352.2,359.71,"17,486,900",0,1,47.798856941092,48.699803302183,47.644640897302,48.660572905078,"122,408,300"
2011-07-07,354.67,358,354,357.2,"14,273,700",0,1,47.978775658848,48.429248839393,47.888139913813,48.321027054277,"99,915,900"
2011-07-06,348.95,354.1,346.71,351.76,"15,879,500",0,1,47.204989895268,47.901667636952,46.901968896944,47.585118915488,"111,156,500"
2011-07-05,343,349.83,342.5,349.43,"12,680,500",0,1,46.400090368468,47.324033858896,46.332451752771,47.269922966338,"88,763,500"
2011-07-01,335.95,343.5,334.2,343.26,"15,546,900",0,1,45.446385887134,46.467728984166,45.209650732193,46.435262448631,"108,828,300"
2011-06-30,334.7,336.13,332.84,335.67,"11,534,100",0,1,45.27728934789,45.470735788785,45.025673697496,45.408508262343,"80,738,700"
2011-06-29,336.04,336.37,331.88,334.04,"12,590,900",0,1,45.45856083796,45.50320232432,44.895807555357,45.18800637517,"88,136,300"
2011-06-28,333.65,336.7,333.44,335.26,"10,510,700",0,1,45.135248254926,45.54784381068,45.106840036333,45.353044597471,"73,574,900"
2011-06-27,327.59,333.9,327.25,332.04,"12,136,200",0,1,44.315468232672,45.169067562774,44.269473973998,44.91745191238,"84,953,400"
2011-06-24,331.37,333.15,325.09,326.35,"15,707,400",0,1,44.826816167345,45.067609639228,43.977275154185,44.147724465742,"109,951,800"
2011-06-23,318.94,331.69,318.12,331.23,"19,991,400",0,1,43.145320181106,44.870104881392,43.034392851362,44.80787735495,"139,939,800"
2011-06-22,325.16,328.9,322.38,322.61,"13,949,400",0,1,43.986744560382,44.4926814058,43.610673857105,43.641787620325,"97,645,800"
2011-06-21,316.68,325.8,315.2,325.3,"17,620,800",0,1,42.839593638153,44.073321988475,42.639383335689,44.005683372778,"123,345,600"
2011-06-20,317.36,317.7,310.5,315.32,"22,880,200",0,1,42.931582155502,42.977576414176,42.003580348132,42.655616603456,"160,161,400"
2011-06-17,328.99,329.25,319.36,320.26,"21,965,000",0,1,44.504856356625,44.540028436788,43.202136618292,43.323886126547,"153,755,000"
2011-06-16,326.9,328.68,318.33,325.16,"18,235,400",0,1,44.22212694301,44.462920414893,43.062801069955,43.986744560382,"127,647,800"
2011-06-15,329.75,330.3,324.88,326.75,"14,257,000",0,1,44.607667052485,44.682069529753,43.948866935592,44.2018353583,"99,799,000"
2011-06-14,330,333.25,329.31,332.44,"11,948,900",0,1,44.641486360334,45.081137362368,44.548145070672,44.971562804938,"83,642,300"
2011-06-13,327.2,328.31,325.07,326.6,"11,766,900",0,1,44.262710112428,44.412867839277,43.974569609557,44.181543773591,"82,368,300"
2011-06-10,330.55,331.66,325.51,325.9,"15,498,400",0,1,44.715888837601,44.86604656445,44.034091591371,44.086849711615,"108,488,800"
2011-06-09,333.25,333.67,330.75,331.49,"9,824,600",0,1,45.081137362368,45.137953799554,44.74294428388,44.843049435113,"68,772,200"
2011-06-08,331.78,334.8,330.65,332.24,"11,918,700",0,1,44.882279832217,45.29081707103,44.729416560741,44.944507358659,"83,430,900"
2011-06-07,338.17,338.22,331.9,332.04,"18,920,900",0,1,45.746701340831,45.753465202401,44.898513099984,44.91745191238,"132,446,300"
2011-06-06,345.7,347.05,337.81,338.04,"16,497,900",0,1,46.765338893235,46.947963155618,45.698001537529,45.729115300749,"115,485,300"
2011-06-03,343.18,345.33,342.01,343.44,"11,187,500",0,1,46.42444027012,46.715286317619,46.266165909387,46.459612350282,"78,312,500"
2011-06-02,346.5,347.98,344.3,346.1,"12,099,400",0,1,46.873560678351,47.073770980815,46.575950769282,46.819449785793,"84,695,800"
2011-06-01,348.87,352.13,344.65,345.51,"19,810,100",0,1,47.194167716757,47.635171491104,46.62329780027,46.73963621927,"138,670,700"
2011-05-31,341.1,347.83,341,347.83,"14,919,800",0,1,46.143063628818,47.053479396106,46.129535905679,47.053479396106,"104,438,600"
2011-05-27,334.8,337.63,334.31,337.41,"7,271,400",0,1,45.29081707103,45.673651635878,45.224531227646,45.643890644971,"50,899,800"
2011-05-26,335.97,336.89,334.43,335,"7,948,600",0,1,45.449091431762,45.573546484645,45.240764495414,45.317872517309,"55,640,200"
2011-05-25,333.43,338.56,332.85,336.78,"10,508,000",0,1,45.105487264019,45.799459461075,45.02702646981,45.558665989192,"73,556,000"
2011-05-24,335.5,335.9,331.34,332.19,"11,497,400",0,1,45.385511133006,45.439622025564,44.822757850403,44.937743497089,"80,481,800"
2011-05-23,329.97,335.98,329.42,334.4,"13,700,000",0,1,44.637428043392,45.450444204076,44.563025566125,45.236706178472,"95,900,000"
2011-05-20,339.56,340.95,335.02,335.22,"12,070,300",0,1,45.93473669247,46.122772044109,45.320578061937,45.347633508216,"84,492,100"
2011-05-19,342.08,342.41,338.67,340.53,"9,327,500",0,1,46.275635315585,46.320276801945,45.814339956528,46.065955606923,"65,292,500"
2011-05-18,336.47,341.05,336,339.87,"11,956,300",0,1,45.516730047459,46.136299767248,45.453149748704,45.976672634202,"83,694,100"
2011-05-17,332,336.14,330.73,336.14,"16,154,800",0,1,44.912040823124,45.472088561099,44.740238739252,45.472088561099,"113,083,600"
2011-05-16,339.2,341.22,332.6,333.3,"16,063,400",0,1,45.886036889168,46.159296896585,44.993207161961,45.087901223937,"112,443,800"
2011-05-13,345.66,346.25,340.35,340.5,"11,647,000",0,1,46.759927803979,46.839741370502,46.041605705272,46.061897289981,"81,529,000"
2011-05-12,346.12,347.12,342.27,346.57,"11,500,000",0,1,46.822155330421,46.957432561816,46.30133798955,46.883030084548,"80,500,000"
2011-05-11,349.02,350,345.24,347.23,"12,000,000",0,1,47.214459301466,47.347030988233,46.703111366793,46.972313057269,"84,000,000"
2011-05-10,348.89,349.69,346.66,349.45,"10,074,700",0,1,47.196873261385,47.305095046501,46.895205035374,47.272628510966,"70,522,900"
2011-05-09,347.86,349.2,346.53,347.6,"7,312,400",0,1,47.057537713048,47.238809203117,46.877618995293,47.022365632885,"51,186,800"
2011-05-06,349.69,350,346.21,346.66,"10,004,800",0,1,47.305095046501,47.347030988233,46.834330281246,46.895205035374,"70,033,600"
2011-05-05,348.4,350.95,346.05,346.75,"11,998,900",0,1,47.130587418001,47.475544358058,46.812685924223,46.907379986199,"83,992,300"
2011-05-04,348.26,351.83,346.88,349.57,"13,901,800",0,1,47.111648605606,47.594588321686,46.924966026281,47.288861778733,"97,312,600"
2011-05-03,347.99,349.89,345.62,348.2,"11,191,000",0,1,47.075123753129,47.33215049278,46.754516714723,47.103531971722,"78,337,000"
2011-05-02,349.74,350.47,345.5,346.28,"15,811,200",0,1,47.31185890807,47.410611286989,46.738283446956,46.843799687444,"110,678,400"
2011-04-29,346.78,353.95,346.67,350.13,"35,940,900",0,1,46.911438303141,47.881376052243,46.896557807688,47.364617028314,"251,586,300"
2011-04-28,346.19,349.75,345.52,346.75,"12,891,400",0,1,46.831624736618,47.313211680384,46.740988991584,46.907379986199,"90,239,800"
2011-04-27,352.24,352.35,347.1,350.15,"12,721,900",0,1,47.650051986558,47.664932482011,46.954727017188,47.367322572942,"89,053,300"
2011-04-26,353.62,354.99,349.35,350.42,"12,100,000",0,1,47.836734565883,48.022064372894,47.259100787826,47.403847425419,"84,700,000"
2011-04-25,350.34,353.75,350.3,353.01,"9,519,500",0,1,47.393025246907,47.854320605964,47.387614157652,47.754215454732,"66,636,500"
2011-04-21,355,355.13,348.52,350.7,"26,921,800",0,1,48.023417145208,48.041003185289,47.146820685769,47.44172505021,"188,452,600"
2011-04-20,343.51,345.75,341.5,342.41,"25,023,800",0,1,46.46908175648,46.772102754805,46.197174521376,46.320276801945,"175,166,600"
2011-04-19,333.1,337.98,331.71,337.86,"14,977,800",0,1,45.060845777658,45.720998666866,44.872810426019,45.704765399098,"104,844,600"
2011-04-18,326.1,332.23,320.16,331.85,"21,782,100",0,1,44.113905157894,44.943154586345,43.310358403408,44.891749238415,"152,474,700"
2011-04-15,333.3,333.64,326.8,327.46,"16,200,200",0,1,45.087901223937,45.133895482612,44.20859921987,44.297882192591,"113,401,400"
2011-04-14,334.8,336,332.06,332.42,"10,778,600",0,1,45.29081707103,45.453149748704,44.920157457008,44.96885726031,"75,450,200"
2011-04-13,335.02,336.14,332.52,336.13,"12,365,000",0,1,45.320578061937,45.472088561099,44.982384983449,45.470735788785,"86,555,000"
2011-04-12,330.49,333.73,330.2,332.4,"15,201,400",0,1,44.707772203718,45.146070433437,44.668541806613,44.966151715682,"106,409,800"
2011-04-11,334.06,335.67,330.02,330.8,"14,248,100",0,1,45.190711919798,45.408508262343,44.644191904962,44.74970814545,"99,736,700"
2011-04-08,339.92,340.15,333.95,335.06,"13,483,400",0,1,45.983436495772,46.014550258993,45.175831424344,45.325989151193,"94,383,800"
2011-04-07,338.1,340.43,336.03,338.08,"13,337,400",0,1,45.737231934633,46.052427883783,45.457208065646,45.734526390005,"93,361,800"
2011-04-06,341.22,343.9,337.14,338.04,"14,376,400",0,1,46.159296896585,46.521839876724,45.607365792494,45.729115300749,"100,634,800"
2011-04-05,336.99,342.25,336,338.89,"17,240,400",0,1,45.587074207785,46.298632444922,45.453149748704,45.844100947435,"120,682,800"
2011-04-04,344.31,344.6,338.4,341.19,"16,431,600",0,1,46.577303541596,46.6165339387,45.777815104052,46.155238579644,"115,021,200"
2011-04-01,351.11,351.59,343.3,344.56,"14,952,200",0,1,47.497188715081,47.562121786151,46.440673537887,46.611122849445,"104,665,400"
2011-03-31,346.36,349.8,346.06,348.51,"9,786,400",0,1,46.854621865955,47.319975541954,46.814038696537,47.145467913455,"68,504,800"
2011-03-30,350.64,350.88,347.44,348.63,"11,764,500",0,1,47.433608416326,47.466074951861,47.000721275862,47.161701181222,"82,351,500"
2011-03-29,347.66,350.96,346.06,350.96,"12,603,600",0,1,47.030482266769,47.476897130372,46.814038696537,47.476897130372,"88,225,200"
2011-03-28,353.15,354.32,350.44,350.44,"11,048,400",0,1,47.773154267127,47.931428627859,47.406552970047,47.406552970047,"77,338,800"
2011-03-25,348.07,352.06,347.02,351.54,"16,032,500",0,1,47.085945931641,47.625702084907,46.943904838676,47.555357924581,"112,227,500"
2011-03-24,341.85,346,338.86,344.97,"14,454,000",0,1,46.244521552364,46.805922062653,45.840042630493,46.666586514316,"101,178,000"
2011-03-23,339.28,340.22,335.95,339.19,"13,321,300",0,1,45.896859067679,46.02401966519,45.446385887134,45.884684116854,"93,249,100"
